habitat,eventID,organismQuantity,occurrenceID,basisOfRecord
Potentilla semilaciniosa,Askaniia_Nova_10,+,Askaniia_Nova_10_023,HumanObservation
Prangos odontalgica,Askaniia_Nova_10,+,Askaniia_Nova_10_024,HumanObservation
Salvia aethiopis,Askaniia_Nova_10,r,Askaniia_Nova_10_025,HumanObservation
Salvia tesquicola,Askaniia_Nova_10,2,Askaniia_Nova_10_026,HumanObservation
Serratula erucifolia,Askaniia_Nova_10,r,Askaniia_Nova_10_027,HumanObservation
Seseli tortuosum,Askaniia_Nova_10,r,Askaniia_Nova_10_028,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_10,+,Askaniia_Nova_10_029,HumanObservation
Stipa capillata,Askaniia_Nova_10,4,Askaniia_Nova_10_030,HumanObservation
Stipa ucrainica,Askaniia_Nova_10,2,Askaniia_Nova_10_031,HumanObservation
Tragopogon major,Askaniia_Nova_10,+,Askaniia_Nova_10_032,HumanObservation
Vicia hirsuta,Askaniia_Nova_10,+,Askaniia_Nova_10_033,HumanObservation
Agropyron pectinatum,Askaniia_Nova_11,+,Askaniia_Nova_11_001,HumanObservation
Androsace elongata,Askaniia_Nova_11,1,Askaniia_Nova_11_002,HumanObservation
Artemisia austriaca,Askaniia_Nova_11,2,Askaniia_Nova_11_003,HumanObservation
Capsella bursa-pastoris,Askaniia_Nova_11,r,Askaniia_Nova_11_004,HumanObservation
Cardaria draba,Askaniia_Nova_11,+,Askaniia_Nova_11_005,HumanObservation
Carex praecox,Askaniia_Nova_11,1,Askaniia_Nova_11_006,HumanObservation
Convolvulus arvensis,Askaniia_Nova_11,1,Askaniia_Nova_11_007,HumanObservation
Crepis ramosissima,Askaniia_Nova_11,+,Askaniia_Nova_11_008,HumanObservation
Cruciata pedemontana,Askaniia_Nova_11,1,Askaniia_Nova_11_009,HumanObservation
Eryngium campestre,Askaniia_Nova_11,+,Askaniia_Nova_11_010,HumanObservation
Euphorbia leptocaula,Askaniia_Nova_11,+,Askaniia_Nova_11_011,HumanObservation
Euphorbia seguierana,Askaniia_Nova_11,+,Askaniia_Nova_11_012,HumanObservation
Falcaria vulgaris,Askaniia_Nova_11,2,Askaniia_Nova_11_013,HumanObservation
Galium ruthenicum,Askaniia_Nova_11,2,Askaniia_Nova_11_014,HumanObservation
Galium spurium,Askaniia_Nova_11,1,Askaniia_Nova_11_015,HumanObservation
Koeleria cristata,Askaniia_Nova_11,1,Askaniia_Nova_11_016,HumanObservation
Leymus ramosus,Askaniia_Nova_11,2,Askaniia_Nova_11_017,HumanObservation
Medicago romanica,Askaniia_Nova_11,+,Askaniia_Nova_11_018,HumanObservation
Phlomis pungens,Askaniia_Nova_11,+,Askaniia_Nova_11_019,HumanObservation
Poa angustifolia,Askaniia_Nova_11,4,Askaniia_Nova_11_020,HumanObservation
Potentilla semilaciniosa,Askaniia_Nova_11,+,Askaniia_Nova_11_021,HumanObservation
Salvia aethiopis,Askaniia_Nova_11,r,Askaniia_Nova_11_022,HumanObservation
Salvia tesquicola,Askaniia_Nova_11,+,Askaniia_Nova_11_023,HumanObservation
Senecio jacobaea,Askaniia_Nova_11,+,Askaniia_Nova_11_024,HumanObservation
Senecio vernalis,Askaniia_Nova_11,r,Askaniia_Nova_11_025,HumanObservation
Serratula erucifolia,Askaniia_Nova_11,1,Askaniia_Nova_11_026,HumanObservation
Seseli tortuosum,Askaniia_Nova_11,+,Askaniia_Nova_11_027,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_11,+,Askaniia_Nova_11_028,HumanObservation
Stipa capillata,Askaniia_Nova_11,2,Askaniia_Nova_11_029,HumanObservation
Stipa ucrainica,Askaniia_Nova_11,2,Askaniia_Nova_11_030,HumanObservation
Valerianella species,Askaniia_Nova_11,1,Askaniia_Nova_11_031,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_11,+,Askaniia_Nova_11_032,HumanObservation
Veronica verna,Askaniia_Nova_11,2,Askaniia_Nova_11_033,HumanObservation
Vicia hirsuta,Askaniia_Nova_11,1,Askaniia_Nova_11_034,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_12,1,Askaniia_Nova_12_001,HumanObservation
Arenaria uralensis,Askaniia_Nova_12,1,Askaniia_Nova_12_002,HumanObservation
Artemisia austriaca,Askaniia_Nova_12,2,Askaniia_Nova_12_003,HumanObservation
Carduus uncinatus,Askaniia_Nova_12,+,Askaniia_Nova_12_004,HumanObservation
Carex praecox,Askaniia_Nova_12,1,Askaniia_Nova_12_005,HumanObservation
Cerastium ucrainicum,Askaniia_Nova_12,1,Askaniia_Nova_12_006,HumanObservation
Crepis ramosissima,Askaniia_Nova_12,+,Askaniia_Nova_12_007,HumanObservation
Euphorbia leptocaula,Askaniia_Nova_12,+,Askaniia_Nova_12_008,HumanObservation
Euphorbia virgata,Askaniia_Nova_12,1,Askaniia_Nova_12_009,HumanObservation
Falcaria vulgaris,Askaniia_Nova_12,1,Askaniia_Nova_12_010,HumanObservation
Festuca valesiaca,Askaniia_Nova_12,4,Askaniia_Nova_12_011,HumanObservation
Galatella villosa,Askaniia_Nova_12,1,Askaniia_Nova_12_012,HumanObservation
Galium humifusum,Askaniia_Nova_12,1,Askaniia_Nova_12_013,HumanObservation
Galium ruthenicum,Askaniia_Nova_12,1,Askaniia_Nova_12_014,HumanObservation
Koeleria cristata,Askaniia_Nova_12,1,Askaniia_Nova_12_015,HumanObservation
Limonium sareptanum,Askaniia_Nova_12,+,Askaniia_Nova_12_016,HumanObservation
Linaria biebersteinii,Askaniia_Nova_12,1,Askaniia_Nova_12_017,HumanObservation
Phlomis pungens,Askaniia_Nova_12,+,Askaniia_Nova_12_018,HumanObservation
Potentilla argentea,Askaniia_Nova_12,r,Askaniia_Nova_12_019,HumanObservation
Potentilla semilaciniosa,Askaniia_Nova_12,1,Askaniia_Nova_12_020,HumanObservation
Salvia aethiopis,Askaniia_Nova_12,r,Askaniia_Nova_12_021,HumanObservation
Salvia tesquicola,Askaniia_Nova_12,+,Askaniia_Nova_12_022,HumanObservation
Silene viscosa,Askaniia_Nova_12,r,Askaniia_Nova_12_023,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_12,+,Askaniia_Nova_12_024,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_12,r,Askaniia_Nova_12_025,HumanObservation
Stipa capillata,Askaniia_Nova_12,1,Askaniia_Nova_12_026,HumanObservation
Tanacetum millefolium,Askaniia_Nova_12,1,Askaniia_Nova_12_027,HumanObservation
Thesium arvense,Askaniia_Nova_12,+,Askaniia_Nova_12_028,HumanObservation
Valerianella species,Askaniia_Nova_12,1,Askaniia_Nova_12_029,HumanObservation
Ventenata dubia,Askaniia_Nova_12,+,Askaniia_Nova_12_030,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_12,+,Askaniia_Nova_12_031,HumanObservation
Veronica species,Askaniia_Nova_12,2,Askaniia_Nova_12_032,HumanObservation
Anthemis ruthenica,Askaniia_Nova_13,r,Askaniia_Nova_13_001,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_13,1,Askaniia_Nova_13_002,HumanObservation
Artemisia austriaca,Askaniia_Nova_13,1,Askaniia_Nova_13_003,HumanObservation
Carduus uncinatus,Askaniia_Nova_13,+,Askaniia_Nova_13_004,HumanObservation
Carex praecox,Askaniia_Nova_13,1,Askaniia_Nova_13_005,HumanObservation
Convolvulus arvensis,Askaniia_Nova_13,1,Askaniia_Nova_13_006,HumanObservation
Crepis ramosissima,Askaniia_Nova_13,+,Askaniia_Nova_13_007,HumanObservation
Elytrigia repens,Askaniia_Nova_13,1,Askaniia_Nova_13_008,HumanObservation
Eryngium campestre,Askaniia_Nova_13,+,Askaniia_Nova_13_009,HumanObservation
Euphorbia virgata,Askaniia_Nova_13,+,Askaniia_Nova_13_010,HumanObservation
Falcaria vulgaris,Askaniia_Nova_13,1,Askaniia_Nova_13_011,HumanObservation
Festuca valesiaca,Askaniia_Nova_13,1,Askaniia_Nova_13_012,HumanObservation
Galium ruthenicum,Askaniia_Nova_13,2,Askaniia_Nova_13_013,HumanObservation
Koeleria cristata,Askaniia_Nova_13,1,Askaniia_Nova_13_014,HumanObservation
Medicago romanica,Askaniia_Nova_13,+,Askaniia_Nova_13_015,HumanObservation
Phlomis pungens,Askaniia_Nova_13,+,Askaniia_Nova_13_016,HumanObservation
Poa angustifolia,Askaniia_Nova_13,2,Askaniia_Nova_13_017,HumanObservation
Potentilla argentea,Askaniia_Nova_13,r,Askaniia_Nova_13_018,HumanObservation
Salvia tesquicola,Askaniia_Nova_13,4,Askaniia_Nova_13_019,HumanObservation
Seseli tortuosum,Askaniia_Nova_13,r,Askaniia_Nova_13_020,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_13,r,Askaniia_Nova_13_021,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_13,r,Askaniia_Nova_13_022,HumanObservation
Stipa ucrainica,Askaniia_Nova_13,2,Askaniia_Nova_13_023,HumanObservation
Tanacetum millefolium,Askaniia_Nova_13,1,Askaniia_Nova_13_024,HumanObservation
Vicia hirsuta,Askaniia_Nova_13,1,Askaniia_Nova_13_025,HumanObservation
Viola kitaibeliana,Askaniia_Nova_13,1,Askaniia_Nova_13_026,HumanObservation
Agropyron pectinatum,Askaniia_Nova_14,+,Askaniia_Nova_14_001,HumanObservation
Androsace elongata,Askaniia_Nova_14,1,Askaniia_Nova_14_002,HumanObservation
Artemisia austriaca,Askaniia_Nova_14,2,Askaniia_Nova_14_003,HumanObservation
Carduus uncinatus,Askaniia_Nova_14,+,Askaniia_Nova_14_004,HumanObservation
Carex praecox,Askaniia_Nova_14,1,Askaniia_Nova_14_005,HumanObservation
Cerastium ucrainicum,Askaniia_Nova_14,2,Askaniia_Nova_14_006,HumanObservation
Crepis ramosissima,Askaniia_Nova_14,1,Askaniia_Nova_14_007,HumanObservation
Cruciata pedemontana,Askaniia_Nova_14,1,Askaniia_Nova_14_008,HumanObservation
Eremogone longifolia,Askaniia_Nova_14,r,Askaniia_Nova_14_009,HumanObservation
Eryngium campestre,Askaniia_Nova_14,1,Askaniia_Nova_14_010,HumanObservation
Euphorbia seguierana,Askaniia_Nova_14,+,Askaniia_Nova_14_011,HumanObservation
Falcaria vulgaris,Askaniia_Nova_14,1,Askaniia_Nova_14_012,HumanObservation
Festuca valesiaca,Askaniia_Nova_14,4,Askaniia_Nova_14_013,HumanObservation
Galium ruthenicum,Askaniia_Nova_14,2,Askaniia_Nova_14_014,HumanObservation
Goniolimon tataricum,Askaniia_Nova_14,r,Askaniia_Nova_14_015,HumanObservation
Koeleria cristata,Askaniia_Nova_14,2,Askaniia_Nova_14_016,HumanObservation
Leymus ramosus,Askaniia_Nova_14,1,Askaniia_Nova_14_017,HumanObservation
Limonium sareptanum,Askaniia_Nova_14,+,Askaniia_Nova_14_018,HumanObservation
Linaria biebersteinii,Askaniia_Nova_14,+,Askaniia_Nova_14_019,HumanObservation
Phlomis pungens,Askaniia_Nova_14,+,Askaniia_Nova_14_020,HumanObservation
Potentilla semilaciniosa,Askaniia_Nova_14,1,Askaniia_Nova_14_021,HumanObservation
Salvia tesquicola,Askaniia_Nova_14,+,Askaniia_Nova_14_022,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_14,r,Askaniia_Nova_14_023,HumanObservation
Stipa ucrainica,Askaniia_Nova_14,2,Askaniia_Nova_14_024,HumanObservation
Tanacetum millefolium,Askaniia_Nova_14,1,Askaniia_Nova_14_025,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_14,+,Askaniia_Nova_14_026,HumanObservation
Veronica species,Askaniia_Nova_14,1,Askaniia_Nova_14_027,HumanObservation
Vicia hirsuta,Askaniia_Nova_14,+,Askaniia_Nova_14_028,HumanObservation
Achillea micranthoides,Askaniia_Nova_15,1,Askaniia_Nova_15_001,HumanObservation
Allium paczoskianum,Askaniia_Nova_15,r,Askaniia_Nova_15_002,HumanObservation
Anisantha tectorum,Askaniia_Nova_15,+,Askaniia_Nova_15_003,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_15,2,Askaniia_Nova_15_004,HumanObservation
Arenaria uralensis,Askaniia_Nova_15,1,Askaniia_Nova_15_005,HumanObservation
Artemisia austriaca,Askaniia_Nova_15,1,Askaniia_Nova_15_006,HumanObservation
Camelina microcarpa,Askaniia_Nova_15,+,Askaniia_Nova_15_007,HumanObservation
Carduus uncinatus,Askaniia_Nova_15,r,Askaniia_Nova_15_008,HumanObservation
Carex praecox,Askaniia_Nova_15,2,Askaniia_Nova_15_009,HumanObservation
Cerastium ucrainicum,Askaniia_Nova_15,2,Askaniia_Nova_15_010,HumanObservation
Crepis ramosissima,Askaniia_Nova_15,+,Askaniia_Nova_15_011,HumanObservation
Cruciata pedemontana,Askaniia_Nova_15,1,Askaniia_Nova_15_012,HumanObservation
Eryngium campestre,Askaniia_Nova_15,+,Askaniia_Nova_15_013,HumanObservation
Euphorbia leptocaula,Askaniia_Nova_15,+,Askaniia_Nova_15_014,HumanObservation
Euphorbia seguierana,Askaniia_Nova_15,1,Askaniia_Nova_15_015,HumanObservation
Falcaria vulgaris,Askaniia_Nova_15,1,Askaniia_Nova_15_016,HumanObservation
Galium ruthenicum,Askaniia_Nova_15,1,Askaniia_Nova_15_017,HumanObservation
Galium spurium,Askaniia_Nova_15,+,Askaniia_Nova_15_018,HumanObservation
Koeleria cristata,Askaniia_Nova_15,1,Askaniia_Nova_15_019,HumanObservation
Leymus ramosus,Askaniia_Nova_15,2,Askaniia_Nova_15_020,HumanObservation
Limonium sareptanum,Askaniia_Nova_15,+,Askaniia_Nova_15_021,HumanObservation
Linaria biebersteinii,Askaniia_Nova_15,1,Askaniia_Nova_15_022,HumanObservation
Myosotis micrantha,Askaniia_Nova_15,+,Askaniia_Nova_15_023,HumanObservation
Phlomis pungens,Askaniia_Nova_15,+,Askaniia_Nova_15_024,HumanObservation
Potentilla argentea,Askaniia_Nova_15,1,Askaniia_Nova_15_025,HumanObservation
Salvia tesquicola,Askaniia_Nova_15,+,Askaniia_Nova_15_026,HumanObservation
Serratula erucifolia,Askaniia_Nova_15,r,Askaniia_Nova_15_027,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_15,+,Askaniia_Nova_15_028,HumanObservation
Stipa capillata,Askaniia_Nova_15,1,Askaniia_Nova_15_029,HumanObservation
Stipa ucrainica,Askaniia_Nova_15,4,Askaniia_Nova_15_030,HumanObservation
Ventenata dubia,Askaniia_Nova_15,1,Askaniia_Nova_15_031,HumanObservation
Veronica species,Askaniia_Nova_15,1,Askaniia_Nova_15_032,HumanObservation
Vicia hirsuta,Askaniia_Nova_15,1,Askaniia_Nova_15_033,HumanObservation
Acroptilon repens,Askaniia_Nova_16,r,Askaniia_Nova_16_001,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_16,1,Askaniia_Nova_16_002,HumanObservation
Bromopsis inermis,Askaniia_Nova_16,1,Askaniia_Nova_16_003,HumanObservation
Carduus uncinatus,Askaniia_Nova_16,r,Askaniia_Nova_16_004,HumanObservation
Carex praecox,Askaniia_Nova_16,2,Askaniia_Nova_16_005,HumanObservation
Crepis ramosissima,Askaniia_Nova_16,+,Askaniia_Nova_16_006,HumanObservation
Dianthus pallens,Askaniia_Nova_16,r,Askaniia_Nova_16_007,HumanObservation
Eryngium campestre,Askaniia_Nova_16,1,Askaniia_Nova_16_008,HumanObservation
Euphorbia seguierana,Askaniia_Nova_16,+,Askaniia_Nova_16_009,HumanObservation
Falcaria vulgaris,Askaniia_Nova_16,1,Askaniia_Nova_16_010,HumanObservation
Galium ruthenicum,Askaniia_Nova_16,2,Askaniia_Nova_16_011,HumanObservation
Leymus ramosus,Askaniia_Nova_16,1,Askaniia_Nova_16_012,HumanObservation
Linaria biebersteinii,Askaniia_Nova_16,+,Askaniia_Nova_16_013,HumanObservation
Phlomis pungens,Askaniia_Nova_16,+,Askaniia_Nova_16_014,HumanObservation
Phlomoides hybrida,Askaniia_Nova_16,1,Askaniia_Nova_16_015,HumanObservation
Poa angustifolia,Askaniia_Nova_16,3,Askaniia_Nova_16_016,HumanObservation
Potentilla semilaciniosa,Askaniia_Nova_16,+,Askaniia_Nova_16_017,HumanObservation
Salvia tesquicola,Askaniia_Nova_16,+,Askaniia_Nova_16_018,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_16,r,Askaniia_Nova_16_019,HumanObservation
Stipa capillata,Askaniia_Nova_16,1,Askaniia_Nova_16_020,HumanObservation
Stipa ucrainica,Askaniia_Nova_16,3,Askaniia_Nova_16_021,HumanObservation
Valerianella species,Askaniia_Nova_16,1,Askaniia_Nova_16_022,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_16,r,Askaniia_Nova_16_023,HumanObservation
Vicia hirsuta,Askaniia_Nova_16,1,Askaniia_Nova_16_024,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_17,1,Askaniia_Nova_17_001,HumanObservation
Carex praecox,Askaniia_Nova_17,2,Askaniia_Nova_17_002,HumanObservation
Convolvulus arvensis,Askaniia_Nova_17,1,Askaniia_Nova_17_003,HumanObservation
Cruciata pedemontana,Askaniia_Nova_17,1,Askaniia_Nova_17_004,HumanObservation
Elytrigia repens,Askaniia_Nova_17,4,Askaniia_Nova_17_005,HumanObservation
Falcaria vulgaris,Askaniia_Nova_17,1,Askaniia_Nova_17_006,HumanObservation
Galium ruthenicum,Askaniia_Nova_17,2,Askaniia_Nova_17_007,HumanObservation
Limonium sareptanum,Askaniia_Nova_17,r,Askaniia_Nova_17_008,HumanObservation
Phlomoides scythica,Askaniia_Nova_17,1,Askaniia_Nova_17_009,HumanObservation
Poa angustifolia,Askaniia_Nova_17,2,Askaniia_Nova_17_010,HumanObservation
Salvia tesquicola,Askaniia_Nova_17,1,Askaniia_Nova_17_011,HumanObservation
Silene viscosa,Askaniia_Nova_17,+,Askaniia_Nova_17_012,HumanObservation
Valerianella species,Askaniia_Nova_17,+,Askaniia_Nova_17_013,HumanObservation
Veronica verna,Askaniia_Nova_17,1,Askaniia_Nova_17_014,HumanObservation
Vicia hirsuta,Askaniia_Nova_17,1,Askaniia_Nova_17_015,HumanObservation
Viola kitaibeliana,Askaniia_Nova_17,+,Askaniia_Nova_17_016,HumanObservation
Cardaria draba,Askaniia_Nova_18,1,Askaniia_Nova_18_001,HumanObservation
Carex praecox,Askaniia_Nova_18,2,Askaniia_Nova_18_002,HumanObservation
Convolvulus arvensis,Askaniia_Nova_18,1,Askaniia_Nova_18_003,HumanObservation
Crepis ramosissima,Askaniia_Nova_18,+,Askaniia_Nova_18_004,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_18,1,Askaniia_Nova_18_005,HumanObservation
Elytrigia repens,Askaniia_Nova_18,3,Askaniia_Nova_18_006,HumanObservation
Lactuca serriola,Askaniia_Nova_18,+,Askaniia_Nova_18_007,HumanObservation
Lamium paczoskianum,Askaniia_Nova_18,+,Askaniia_Nova_18_008,HumanObservation
Phlomoides scythica,Askaniia_Nova_18,1,Askaniia_Nova_18_009,HumanObservation
Vicia tenuifolia,Askaniia_Nova_18,3,Askaniia_Nova_18_010,HumanObservation
Bromopsis inermis,Askaniia_Nova_19,4,Askaniia_Nova_19_001,HumanObservation
Convolvulus arvensis,Askaniia_Nova_19,+,Askaniia_Nova_19_002,HumanObservation
Galatella villosa,Askaniia_Nova_19,r,Askaniia_Nova_19_003,HumanObservation
Galium ruthenicum,Askaniia_Nova_19,1,Askaniia_Nova_19_004,HumanObservation
Galium spurium,Askaniia_Nova_19,+,Askaniia_Nova_19_005,HumanObservation
Goniolimon tataricum,Askaniia_Nova_19,r,Askaniia_Nova_19_006,HumanObservation
Medicago romanica,Askaniia_Nova_19,r,Askaniia_Nova_19_007,HumanObservation
Phlomis pungens,Askaniia_Nova_19,r,Askaniia_Nova_19_008,HumanObservation
Phlomoides scythica,Askaniia_Nova_19,1,Askaniia_Nova_19_009,HumanObservation
Poa angustifolia,Askaniia_Nova_19,2,Askaniia_Nova_19_010,HumanObservation
Stipa capillata,Askaniia_Nova_19,r,Askaniia_Nova_19_011,HumanObservation
Achillea micranthoides,Askaniia_Nova_20,1,Askaniia_Nova_20_001,HumanObservation
Agropyron pectinatum,Askaniia_Nova_20,+,Askaniia_Nova_20_002,HumanObservation
Androsace elongata,Askaniia_Nova_20,1,Askaniia_Nova_20_003,HumanObservation
Artemisia austriaca,Askaniia_Nova_20,2,Askaniia_Nova_20_004,HumanObservation
Bellevalia sarmatica,Askaniia_Nova_20,+,Askaniia_Nova_20_005,HumanObservation
Carduus uncinatus,Askaniia_Nova_20,+,Askaniia_Nova_20_006,HumanObservation
Carex praecox,Askaniia_Nova_20,2,Askaniia_Nova_20_007,HumanObservation
Centaurea diffusa,Askaniia_Nova_20,r,Askaniia_Nova_20_008,HumanObservation
Cerastium ucrainicum,Askaniia_Nova_20,2,Askaniia_Nova_20_009,HumanObservation
Chondrilla juncea,Askaniia_Nova_20,1,Askaniia_Nova_20_010,HumanObservation
Convolvulus arvensis,Askaniia_Nova_20,1,Askaniia_Nova_20_011,HumanObservation
Dianthus pallens,Askaniia_Nova_20,+,Askaniia_Nova_20_012,HumanObservation
Eryngium campestre,Askaniia_Nova_20,1,Askaniia_Nova_20_013,HumanObservation
Euphorbia leptocaula,Askaniia_Nova_20,+,Askaniia_Nova_20_014,HumanObservation
Euphorbia seguierana,Askaniia_Nova_20,1,Askaniia_Nova_20_015,HumanObservation
Falcaria vulgaris,Askaniia_Nova_20,1,Askaniia_Nova_20_016,HumanObservation
Festuca valesiaca,Askaniia_Nova_20,3,Askaniia_Nova_20_017,HumanObservation
Galium ruthenicum,Askaniia_Nova_20,2,Askaniia_Nova_20_018,HumanObservation
Goniolimon tataricum,Askaniia_Nova_20,+,Askaniia_Nova_20_019,HumanObservation
Herniaria besseri,Askaniia_Nova_20,+,Askaniia_Nova_20_020,HumanObservation
Hieracium pilosella,Askaniia_Nova_20,+,Askaniia_Nova_20_021,HumanObservation
Iris pumila,Askaniia_Nova_20,+,Askaniia_Nova_20_022,HumanObservation
Koeleria cristata,Askaniia_Nova_20,2,Askaniia_Nova_20_023,HumanObservation
Lepidium perfoliatum,Askaniia_Nova_20,+,Askaniia_Nova_20_024,HumanObservation
Limonium sareptanum,Askaniia_Nova_20,r,Askaniia_Nova_20_025,HumanObservation
Linaria biebersteinii,Askaniia_Nova_20,1,Askaniia_Nova_20_026,HumanObservation
Linum austriacum,Askaniia_Nova_20,1,Askaniia_Nova_20_027,HumanObservation
Medicago romanica,Askaniia_Nova_20,1,Askaniia_Nova_20_028,HumanObservation
Phlomis pungens,Askaniia_Nova_20,+,Askaniia_Nova_20_029,HumanObservation
Potentilla argentea,Askaniia_Nova_20,+,Askaniia_Nova_20_030,HumanObservation
Potentilla semilaciniosa,Askaniia_Nova_20,1,Askaniia_Nova_20_031,HumanObservation
Salvia aethiopis,Askaniia_Nova_20,r,Askaniia_Nova_20_032,HumanObservation
Senecio jacobaea,Askaniia_Nova_20,+,Askaniia_Nova_20_033,HumanObservation
Seseli tortuosum,Askaniia_Nova_20,1,Askaniia_Nova_20_034,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_20,r,Askaniia_Nova_20_035,HumanObservation
Stipa ucrainica,Askaniia_Nova_20,1,Askaniia_Nova_20_036,HumanObservation
Trinia hispida,Askaniia_Nova_20,+,Askaniia_Nova_20_037,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_20,+,Askaniia_Nova_20_038,HumanObservation
Veronica species,Askaniia_Nova_20,2,Askaniia_Nova_20_039,HumanObservation
Viola kitaibeliana,Askaniia_Nova_20,1,Askaniia_Nova_20_040,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_21,1,Askaniia_Nova_21_001,HumanObservation
Arenaria uralensis,Askaniia_Nova_21,2,Askaniia_Nova_21_002,HumanObservation
Artemisia austriaca,Askaniia_Nova_21,1,Askaniia_Nova_21_003,HumanObservation
Bellevalia sarmatica,Askaniia_Nova_21,+,Askaniia_Nova_21_004,HumanObservation
Bromopsis inermis,Askaniia_Nova_21,1,Askaniia_Nova_21_005,HumanObservation
Cardaria draba,Askaniia_Nova_21,+,Askaniia_Nova_21_006,HumanObservation
Carex praecox,Askaniia_Nova_21,2,Askaniia_Nova_21_007,HumanObservation
Chondrilla juncea,Askaniia_Nova_21,+,Askaniia_Nova_21_008,HumanObservation
Cirsium arvense,Askaniia_Nova_21,+,Askaniia_Nova_21_009,HumanObservation
Convolvulus arvensis,Askaniia_Nova_21,1,Askaniia_Nova_21_010,HumanObservation
Crepis ramosissima,Askaniia_Nova_21,1,Askaniia_Nova_21_011,HumanObservation
Cruciata pedemontana,Askaniia_Nova_21,1,Askaniia_Nova_21_012,HumanObservation
Dianthus pallens,Askaniia_Nova_21,+,Askaniia_Nova_21_013,HumanObservation
Erodium cicutarium,Askaniia_Nova_21,r,Askaniia_Nova_21_014,HumanObservation
Eryngium campestre,Askaniia_Nova_21,1,Askaniia_Nova_21_015,HumanObservation
Euphorbia seguierana,Askaniia_Nova_21,1,Askaniia_Nova_21_016,HumanObservation
Falcaria vulgaris,Askaniia_Nova_21,2,Askaniia_Nova_21_017,HumanObservation
Festuca valesiaca,Askaniia_Nova_21,1,Askaniia_Nova_21_018,HumanObservation
Galium ruthenicum,Askaniia_Nova_21,2,Askaniia_Nova_21_019,HumanObservation
